Player,Shot,Point,Game,Set,bounce_x_std,bounce_y_std,hit_x_std,hit_y_std,hit_z,Speed (MPH),Type,Stroke,Spin,Bounce Depth,Bounce Zone,Hit Zone,Result,Winner,Hit Depth,Direction,Hit Side,Bounce (x),Bounce (y),Hit (x),Hit (y)
Opponent,6,76,13,2,-1.599431,3.683985,1.331055,-0.470038,1.212891,37.860554,in_play,Forehand,Slice,deep,ad,deuce,In,Opponent,deep,down the line,far,-1.599431,3.683985,-1.331055,24.240038
Adi Bitton,7,76,13,2,2.398438,12.090312,-1.958984,0.685691,1.042969,25.312284,in_play,Backhand,Slice,short,ad,ad,Net,Opponent,deep,cross court,near,-2.398438,11.679688,-1.958984,0.685691
Adi Bitton,1,77,13,2,1.648438,12.199688,1.705078,0.177878,2.605469,39.415207,first_serve,Serve,Flat,short,ad,deuce,Net,Opponent,deep,out wide,near,-1.648438,11.570312,1.705078,0.177878
Adi Bitton,1,77,13,2,3.067524,5.496843,1.506836,-0.158059,2.509766,59.341282,second_serve,Serve,Slice,short,deuce,deuce,In,Opponent,deep,out wide,near,-3.067524,18.273157,1.506836,-0.158059
Opponent,2,77,13,2,-0.986053,6.246255,4.394531,1.279962,1.395508,45.378689,second_return,Forehand,Flat,short,ad,deuce_alley,In,Opponent,deep,down the line,far,-0.986053,6.246255,-4.394531,22.490038
Adi Bitton,3,77,13,2,-4.339972,2.249109,0.465088,-0.329934,0.798828,53.50671,serve_plus_one,Backhand,Topspin,deep,ad_alley,deuce,Out,Opponent,deep,inside in,near,4.339972,21.520891,0.465088,-0.329934
Opponent,1,78,14,2,1.576613,4.849664,1.234375,-0.173163,2.328125,72.491837,first_serve,Serve,Slice,deep,deuce,deuce,Out,Opponent,deep,down the T,far,1.576613,4.849664,-1.234375,23.943163
Opponent,1,78,14,2,2.110223,6.685234,0.844238,-0.173163,2.259766,56.328732,second_serve,Serve,Kick,short,deuce,deuce,In,Opponent,deep,down the T,far,2.110223,6.685234,-0.844238,23.943163
Adi Bitton,2,78,14,2,-1.343103,3.664295,2.615234,0.459128,1.669922,54.396038,second_return,Forehand,Topspin,deep,ad,deuce,In,Opponent,deep,down the line,near,1.343103,20.105705,2.615234,0.459128
Opponent,3,78,14,2,-1.984182,5.638113,-0.800781,-1.188788,1.31543,47.742954,serve_plus_one,Backhand,Topspin,short,ad,ad,In,Opponent,deep,cross court,far,-1.984182,5.638113,0.800781,24.958788
Adi Bitton,4,78,14,2,-1.618938,1.669881,-2.560547,-1.447122,0.963379,52.486027,return_plus_one,Backhand,Flat,deep,ad,ad,In,Opponent,out,cross court,near,1.618938,22.100119,-2.560547,-1.447122
Opponent,5,78,14,2,-2.669653,1.631225,-2.1875,-1.360663,1.882812,47.412174,in_play,Backhand,Topspin,deep,ad,ad,In,Opponent,out,cross court,far,-2.669653,1.631225,2.1875,25.130663
Adi Bitton,6,78,14,2,-1.453302,1.67489,-3.466797,-2.040872,1.664062,49.532646,in_play,Backhand,Flat,deep,ad,ad,In,Opponent,out,cross court,near,1.453302,22.09511,-3.466797,-2.040872
Opponent,7,78,14,2,-1.908853,6.551168,-1.895508,-0.220038,1.904297,52.547939,in_play,Backhand,Topspin,short,ad,ad,In,Opponent,deep,cross court,far,-1.908853,6.551168,1.895508,23.990038
Adi Bitton,8,78,14,2,5.457866,0.039564,-2.996094,-1.798684,0.913086,65.521484,in_play,Backhand,Flat,deep,deuce_alley,ad,Out,Opponent,out,down the line,near,-5.457866,23.730436,-2.996094,-1.798684
Opponent,1,79,14,2,-3.452623,7.514994,-1.359375,-0.188788,2.476562,64.247368,first_serve,Serve,Slice,short,ad,ad,In,Opponent,deep,out wide,far,-3.452623,7.514994,1.359375,23.958788
Adi Bitton,2,79,14,2,3.290887,-6.409518,-4.785156,-0.447122,1.222656,54.896702,first_return,Backhand,Topspin,out,deuce,ad_alley,Out,Adi Bitton,deep,down the line,near,-3.290887,30.179518,-4.785156,-0.447122
Opponent,1,80,14,2,0.712402,15.335938,0.477295,0.083326,1.660156,130.596954,first_serve,Serve,Kick,short,ad,deuce,Net,Adi Bitton,deep,down the T,far,0.712402,15.335938,-0.477295,23.686674
Opponent,1,80,14,2,3.591797,12.71875,1.087891,-0.032538,2.363281,42.46888,first_serve,Serve,Flat,short,ad,deuce,Net,Adi Bitton,deep,out wide,far,3.591797,12.71875,-1.087891,23.802538
Opponent,1,80,14,2,0.953649,8.663825,0.784668,0.092462,2.222656,53.760849,second_serve,Serve,Kick,short,deuce,deuce,In,Adi Bitton,deep,down the T,far,0.953649,8.663825,-0.784668,23.677538
Adi Bitton,2,80,14,2,0.050919,3.92139,1.244141,-1.095559,1.183594,55.885712,second_return,Backhand,Flat,deep,deuce,deuce,In,Adi Bitton,out,inside out,near,-0.050919,19.84861,1.244141,-1.095559
Opponent,3,80,14,2,0.378895,5.903771,0.874023,-1.579413,1.181641,55.160847,serve_plus_one,Forehand,Topspin,short,deuce,deuce,In,Adi Bitton,out,cross court,far,0.378895,5.903771,-0.874023,25.349413
Adi Bitton,4,80,14,2,1.435007,5.718679,0.349121,-1.587747,0.871094,56.831287,return_plus_one,Forehand,Topspin,short,deuce,deuce,In,Adi Bitton,out,cross court,near,-1.435007,18.051321,0.349121,-1.587747
Opponent,5,80,14,2,-1.36725,2.465731,2.865234,-1.188788,0.764648,53.329811,in_play,Forehand,Topspin,deep,ad,deuce,In,Adi Bitton,deep,down the line,far,-1.36725,2.465731,-2.865234,24.958788
Adi Bitton,6,80,14,2,-2.005255,1.558486,-1.124023,-2.079935,1.140625,60.508659,in_play,Backhand,Flat,deep,ad,ad,In,Adi Bitton,out,cross court,near,2.005255,22.211514,-1.124023,-2.079935
Opponent,7,80,14,2,-0.510807,5.440823,-2.650391,-0.673163,1.603516,47.03466,in_play,Backhand,Topspin,deep,ad,ad,In,Adi Bitton,deep,cross court,far,-0.510807,5.440823,2.650391,24.443163
Adi Bitton,8,80,14,2,-0.64661,0.000713,-1.253906,-2.165872,1.054688,64.133018,in_play,Backhand,Flat,deep,ad,ad,In,Adi Bitton,out,cross court,near,0.64661,23.769287,-1.253906,-2.165872
Opponent,9,80,14,2,1.679592,6.16426,-1.064453,-0.001288,0.413574,43.727791,in_play,Backhand,Flat,short,deuce,ad,In,Adi Bitton,deep,down the line,far,1.679592,6.16426,1.064453,23.771288
Adi Bitton,10,80,14,2,-0.264893,5.80125,1.481445,-1.048684,0.897949,59.815666,in_play,Forehand,Topspin,short,ad,deuce,In,Adi Bitton,out,down the line,near,0.264893,17.96875,1.481445,-1.048684
Opponent,11,80,14,2,-2.94787,1.559213,0.923828,-0.735663,1.037109,43.818474,in_play,Backhand,Topspin,deep,ad,deuce,In,Adi Bitton,deep,inside in,far,-2.94787,1.559213,-0.923828,24.505663
Adi Bitton,12,80,14,2,-0.86084,1.73875,-3.65625,-0.908059,1.724609,34.974018,in_play,Backhand,Topspin,deep,ad,ad,In,Adi Bitton,out,cross court,near,0.86084,22.03125,-3.65625,-0.908059
Opponent,13,80,14,2,0.650391,20.9375,-0.86084,0.529962,1.716797,22.516716,in_play,Volley,Flat,deep,ad,ad,Net,Adi Bitton,deep,cross court,far,0.650391,20.9375,0.86084,23.240038
Opponent,14,80,14,2,-2.431081,5.383581,-1.080078,-1.157538,1.767578,48.389774,in_play,Backhand,Topspin,deep,ad,ad,In,Adi Bitton,deep,cross court,far,-2.431081,5.383581,1.080078,24.927538
Adi Bitton,15,80,14,2,1.227116,0.308063,-3.757812,-0.400247,1.101562,44.901333,in_play,Backhand,Topspin,deep,deuce,ad,In,Adi Bitton,deep,down the line,near,-1.227116,23.461937,-3.757812,-0.400247
Opponent,16,80,14,2,1.554832,6.460205,1.412109,-0.845038,1.481445,56.731113,in_play,Forehand,Flat,short,deuce,deuce,In,Adi Bitton,deep,cross court,far,1.554832,6.460205,-1.412109,24.615038
Adi Bitton,17,80,14,2,-0.809082,17.530448,2.019531,0.724753,1.018555,28.147074,in_play,Forehand,Slice,short,deuce,deuce,Net,Adi Bitton,deep,cross court,near,0.809082,6.239552,2.019531,0.724753
Opponent,1,81,14,2,-1.958506,6.047727,-1.480469,-0.516913,2.417969,83.434753,first_serve,Serve,Slice,short,ad,ad,In,Adi Bitton,deep,down the T,far,-1.958506,6.047727,1.480469,24.286913
Adi Bitton,2,81,14,2,2.114677,2.55068,-3.041016,-1.103372,1.305664,44.88139,first_return,Forehand,Topspin,deep,deuce,ad,In,Adi Bitton,out,inside in,near,-2.114677,21.21932,-3.041016,-1.103372
Opponent,3,81,14,2,-2.005301,4.598589,2.058594,-0.313788,1.081055,40.262207,serve_plus_one,Forehand,Slice,deep,ad,deuce,In,Adi Bitton,deep,down the line,far,-2.005301,4.598589,-2.058594,24.083788
Adi Bitton,4,81,14,2,-3.105693,1.947286,-2.052734,0.529441,0.897461,54.438156,return_plus_one,Backhand,Topspin,deep,ad,ad,In,Adi Bitton,deep,cross court,near,3.105693,21.822714,-2.052734,0.529441
Opponent,5,81,14,2,-1.822266,1.234375,-3.947266,-1.532538,1.395508,51.591572,in_play,Backhand,Topspin,deep,ad,ad,In,Adi Bitton,out,cross court,far,-1.822266,1.234375,3.947266,25.302538
Adi Bitton,6,81,14,2,-1.577603,1.203596,-2.328125,-1.540872,0.991699,53.448097,in_play,Backhand,Flat,deep,ad,ad,In,Adi Bitton,out,cross court,near,1.577603,22.566404,-2.328125,-1.540872
Opponent,7,81,14,2,0.759766,12.265625,-1.78418,-0.485663,0.904297,34.011127,in_play,Backhand,Topspin,short,ad,ad,Net,Adi Bitton,deep,cross court,far,0.759766,12.265625,1.78418,24.255663
Opponent,1,82,14,2,-0.289904,5.260471,1.173828,-0.735663,2.292969,76.617821,first_serve,Serve,Slice,deep,ad,deuce,Out,Adi Bitton,deep,down the T,far,-0.289904,5.260471,-1.173828,24.505663
Opponent,1,82,14,2,0.48411,8.614016,1.053711,0.404962,2.126953,55.821392,second_serve,Serve,Kick,short,deuce,deuce,In,Adi Bitton,deep,down the T,far,0.48411,8.614016,-1.053711,23.365038
Adi Bitton,2,82,14,2,-1.632224,5.838882,0.790039,-0.642434,1.421875,60.948406,second_return,Backhand,Flat,short,ad,deuce,In,Adi Bitton,out,inside in,near,1.632224,17.931118,0.790039,-0.642434
Opponent,3,82,14,2,-1.954464,5.483083,-1.942383,-1.063788,0.960938,45.522282,serve_plus_one,Backhand,Topspin,deep,ad,ad,In,Adi Bitton,deep,cross court,far,-1.954464,5.483083,1.942383,24.833788
Adi Bitton,4,82,14,2,2.934711,2.379638,-3.121094,-1.290872,1.541016,62.540432,return_plus_one,Forehand,Flat,deep,deuce,ad,In,Adi Bitton,out,inside in,near,-2.934711,21.390362,-3.121094,-1.290872
Opponent,5,82,14,2,-1.740047,2.015311,2.832031,-1.501288,0.980957,33.468552,in_play,Forehand,Flat,deep,ad,deuce,In,Adi Bitton,out,down the line,far,-1.740047,2.015311,-2.832031,25.271288
Adi Bitton,6,82,14,2,1.193936,0.866174,-1.638672,-4.15806,1.396484,46.983799,in_play,Forehand,Topspin,deep,deuce,ad,In,Adi Bitton,out,inside in,near,-1.193936,22.903826,-1.638672,-4.15806
Opponent,7,82,14,2,2.86129,6.279423,1.516602,-0.626288,1.480469,52.82003,in_play,Forehand,Flat,short,deuce,deuce,In,Adi Bitton,deep,cross court,far,2.86129,6.279423,-1.516602,24.396288
Adi Bitton,8,82,14,2,-0.208112,0.472934,3.96875,-1.525247,0.281006,40.595814,in_play,Forehand,Slice,deep,ad,deuce,In,Adi Bitton,out,down the line,near,0.208112,23.297066,3.96875,-1.525247
Opponent,9,82,14,2,3.3165,7.724938,0.654297,0.217462,1.121094,39.030804,in_play,Backhand,Flat,short,deuce,deuce,In,Adi Bitton,deep,inside out,far,3.3165,7.724938,-0.654297,23.552538
Adi Bitton,10,82,14,2,3.376423,0.46705,4.144531,-0.486184,0.69873,51.759109,in_play,Forehand,Topspin,deep,deuce,deuce_alley,In,Adi Bitton,deep,down the line,near,-3.376423,23.30295,4.144531,-0.486184
Opponent,11,82,14,2,4.474441,5.398625,3.783203,-1.423163,1.322266,50.590958,in_play,Forehand,Topspin,deep,deuce_alley,deuce,Out,Opponent,out,down the line,far,4.474441,5.398625,-3.783203,25.193163
Opponent,1,83,14,2,-2.220233,7.069326,-1.525391,-0.813788,2.429688,71.28569,first_serve,Serve,Slice,short,ad,ad,In,Opponent,deep,out wide,far,-2.220233,7.069326,1.525391,24.583788
Adi Bitton,2,83,14,2,-1.142212,2.412418,-3.923828,-0.986184,1.186523,47.067123,first_return,Backhand,Topspin,deep,ad,ad,In,Opponent,out,cross court,near,1.142212,21.357582,-3.923828,-0.986184
Opponent,3,83,14,2,-3.373142,0.533735,-1.974609,-0.157538,1.931641,48.636482,serve_plus_one,Backhand,Topspin,deep,ad,ad,In,Opponent,deep,cross court,far,-3.373142,0.533735,1.974609,23.927538
Adi Bitton,4,83,14,2,1.892496,3.881393,-3.474609,-1.017434,1.328125,42.396065,return_plus_one,Backhand,Topspin,deep,deuce,ad,In,Opponent,out,down the line,near,-1.892496,19.888607,-3.474609,-1.017434
Opponent,5,83,14,2,-2.496791,1.699124,2.003906,0.029962,1.495117,64.966492,in_play,Forehand,Flat,deep,ad,deuce,In,Opponent,deep,down the line,far,-2.496791,1.699124,-2.003906,23.740038
Adi Bitton,6,83,14,2,-6.122194,5.534374,-2.382812,-1.728372,1.420898,34.573074,in_play,Backhand,Slice,short,ad_out,ad,Out,Adi Bitton,out,down the line,near,6.122194,18.235626,-2.382812,-1.728372
Adi Bitton,1,84,15,2,2.775817,8.722837,1.367188,-0.016913,2.265625,58.611027,first_serve,Serve,Slice,short,deuce,deuce,In,Adi Bitton,deep,out wide,far,2.775817,8.722837,-1.367188,23.786913
Opponent,2,84,15,2,0.675136,6.163343,4.394531,-0.431497,0.856445,46.218262,first_return,Forehand,Slice,short,deuce,deuce_alley,In,Adi Bitton,deep,down the line,near,-0.675136,17.606657,4.394531,-0.431497
Adi Bitton,3,84,15,2,2.757538,1.862503,2.359375,0.295587,0.953125,50.116158,serve_plus_one,Forehand,Topspin,deep,deuce,deuce,In,Adi Bitton,deep,cross court,far,2.757538,1.862503,-2.359375,23.474413
Opponent,4,84,15,2,-0.444336,5.55125,3.296875,-1.353372,1.174805,52.06971,return_plus_one,Forehand,Flat,short,ad,deuce,In,Adi Bitton,out,down the line,near,0.444336,18.21875,3.296875,-1.353372
Adi Bitton,5,84,15,2,-1.898438,6.609375,-0.444336,4.342462,2.289062,47.802425,in_play,Overhead,Flat,short,ad,ad,In,Adi Bitton,short,---,far,-1.898438,6.609375,0.444336,19.427538
Opponent,6,84,15,2,2.712891,20.934062,-1.898438,6.084128,0.878906,21.650688,in_play,Volley,Flat,deep,ad,ad,Net,Adi Bitton,short,cross court,near,-2.712891,2.835938,-1.898438,6.084128
Opponent,7,84,15,2,5.27506,23.979054,-3.373047,-1.056497,1.318359,30.568861,in_play,Backhand,Topspin,out,ad_alley,ad,Net,Adi Bitton,out,down the line,near,-5.27506,-0.209054,-3.373047,-1.056497
Adi Bitton,1,85,15,2,-0.993964,8.268286,-0.490723,0.092462,2.324219,55.204304,first_serve,Serve,Kick,short,ad,ad,In,Adi Bitton,deep,down the T,far,-0.993964,8.268286,0.490723,23.677538
Opponent,2,85,15,2,-0.980901,3.621326,-1.168945,-1.876809,1.094727,58.840691,first_return,Forehand,Flat,deep,ad,ad,In,Adi Bitton,out,inside out,near,0.980901,20.148674,-1.168945,-1.876809
Adi Bitton,3,85,15,2,0.525983,4.491519,-1.186523,0.170587,1.227539,54.238911,serve_plus_one,Backhand,Flat,deep,deuce,ad,In,Adi Bitton,deep,down the line,far,0.525983,4.491519,1.186523,23.599413
Opponent,4,85,15,2,-0.822555,2.2075,0.473633,-1.697122,0.879883,36.181602,return_plus_one,Forehand,Slice,deep,ad,deuce,In,Adi Bitton,out,down the line,near,0.822555,21.5625,0.473633,-1.697122
Adi Bitton,5,85,15,2,1.486792,2.260942,0.439697,-0.876288,1.259766,58.730015,in_play,Forehand,Topspin,deep,deuce,deuce,In,Adi Bitton,deep,cross court,far,1.486792,2.260942,-0.439697,24.646288
Opponent,6,85,15,2,-1.396484,17.487119,1.740234,-1.845559,1.205078,35.042568,in_play,Forehand,Flat,short,deuce,deuce,Net,Adi Bitton,out,cross court,near,1.396484,6.282881,1.740234,-1.845559
Adi Bitton,1,86,15,2,2.206888,7.632325,1.439453,-0.423163,2.292969,67.304688,first_serve,Serve,Slice,short,deuce,deuce,In,Adi Bitton,deep,out wide,far,2.206888,7.632325,-1.439453,24.193163
Opponent,2,86,15,2,0.237083,6.929056,3.902344,-0.314309,1.105469,46.53738,first_return,Forehand,Topspin,short,deuce,deuce,In,Adi Bitton,deep,cross court,near,-0.237083,16.840944,3.902344,-0.314309
Adi Bitton,3,86,15,2,-1.904722,4.904299,2.576172,0.733087,1.064453,31.308609,serve_plus_one,Forehand,Topspin,deep,ad,deuce,In,Adi Bitton,deep,down the line,far,-1.904722,4.904299,-2.576172,23.036913
Opponent,4,86,15,2,4.137285,0.861722,-2.201172,0.412253,0.821289,54.399361,return_plus_one,Backhand,Topspin,deep,deuce_alley,ad,Out,Adi Bitton,deep,down the line,near,-4.137285,22.908278,-2.201172,0.412253
Adi Bitton,1,87,15,2,-1.069604,6.562611,-0.077942,0.686212,2.285156,62.114471,first_serve,Serve,Slice,short,ad,ad,In,Adi Bitton,deep,down the T,far,-1.069604,6.562611,0.077942,23.083788
Opponent,2,87,15,2,0.756814,5.751039,-0.901855,-2.267435,1.140625,56.134804,first_return,Forehand,Flat,short,deuce,ad,In,Adi Bitton,out,inside in,near,-0.756814,18.018961,-0.901855,-2.267435
Adi Bitton,3,87,15,2,1.9234,7.659455,1.237305,0.342462,0.962891,36.957195,serve_plus_one,Forehand,Slice,short,deuce,deuce,In,Adi Bitton,deep,cross court,far,1.9234,7.659455,-1.237305,23.427538
Opponent,4,87,15,2,-1.092167,4.820747,2.330078,3.408347,0.549805,34.12418,return_plus_one,Forehand,Slice,deep,ad,deuce,In,Adi Bitton,deep,down the line,near,1.092167,18.949253,2.330078,3.408347
Adi Bitton,5,87,15,2,-1.975586,8.140625,-0.407471,2.967462,0.922852,51.757782,in_play,Backhand,Topspin,short,ad,ad,In,Adi Bitton,deep,cross court,far,-1.975586,8.140625,0.407471,20.802538
Opponent,6,87,15,2,2.175781,17.983078,-1.975586,7.615378,0.957031,16.67627,in_play,Volley,Flat,short,ad,ad,Net,Adi Bitton,short,cross court,near,-2.175781,5.786922,-1.975586,7.615378
Adi Bitton,1,88,15,2,3.031491,9.357778,1.636719,0.108087,2.394531,53.514893,first_serve,Serve,Slice,short,deuce,deuce,In,Adi Bitton,deep,out wide,far,3.031491,9.357778,-1.636719,23.661913
Opponent,2,88,15,2,1.211195,4.070398,4.796875,-1.048684,0.618164,58.750698,first_return,Forehand,Topspin,deep,deuce,deuce_alley,In,Adi Bitton,out,down the line,near,-1.211195,19.699602,4.796875,-1.048684
Adi Bitton,3,88,15,2,1.094337,1.423114,2.847656,0.217462,1.320312,45.876736,serve_plus_one,Forehand,Topspin,deep,deuce,deuce,In,Adi Bitton,deep,cross court,far,1.094337,1.423114,-2.847656,23.552538
Opponent,4,88,15,2,-2.185037,0.779861,1.69043,-2.087747,1.570312,35.732681,return_plus_one,Forehand,Flat,deep,ad,deuce,In,Adi Bitton,out,down the line,near,2.185037,22.990139,1.69043,-2.087747
Adi Bitton,5,88,15,2,-2.081711,5.043579,-0.901855,-1.876288,1.783203,43.666832,in_play,Forehand,Topspin,deep,ad,ad,In,Adi Bitton,out,inside out,far,-2.081711,5.043579,0.901855,25.646288
Opponent,6,88,15,2,-1.490234,17.75712,-2.167969,0.357566,1.454102,37.768326,in_play,Backhand,Topspin,short,deuce,ad,Net,Adi Bitton,deep,down the line,near,1.490234,6.01288,-2.167969,0.357566
Opponent,1,89,16,2,1.322682,5.834693,0.609375,0.427878,2.484375,75.460518,first_serve,Serve,Flat,short,deuce,deuce,In,Adi Bitton,deep,down the T,near,-1.322682,17.935307,0.609375,0.427878
Adi Bitton,2,89,16,2,-0.891974,6.510386,1.788086,0.029962,1.28125,47.083458,first_return,Backhand,Topspin,short,ad,deuce,In,Adi Bitton,deep,inside in,far,-0.891974,6.510386,-1.788086,23.740038
Opponent,3,89,16,2,-2.63872,0.005538,-0.688477,-2.009622,0.771484,50.01207,serve_plus_one,Backhand,Topspin,deep,ad,ad,In,Adi Bitton,out,cross court,near,2.63872,23.764462,-0.688477,-2.009622
Adi Bitton,4,89,16,2,-0.410323,6.805251,-2.925781,-2.001288,1.287109,45.638138,return_plus_one,Backhand,Topspin,short,ad,ad,In,Adi Bitton,out,cross court,far,-0.410323,6.805251,2.925781,25.771288
Opponent,1,90,16,2,-2.399076,5.601829,-1.444336,0.201316,2.322266,78.581482,first_serve,Serve,Kick,short,ad,ad,In,Adi Bitton,deep,out wide,near,2.399076,18.168171,-1.444336,0.201316
Adi Bitton,2,90,16,2,0.022342,7.149837,-2.798828,0.451837,1.046875,33.047611,first_return,Backhand,Slice,short,center_line,ad,In,Adi Bitton,deep,down the line,far,0.022342,7.149837,2.798828,23.318163
Opponent,3,90,16,2,1.65786,2.722299,-0.70166,3.162253,1.082031,58.840435,serve_plus_one,Forehand,Topspin,deep,deuce,ad,In,Adi Bitton,deep,inside in,near,-1.65786,21.047701,-0.70166,3.162253
Adi Bitton,4,90,16,2,1.923828,7.527344,2.507812,-0.157538,0.851562,48.782936,return_plus_one,Forehand,Flat,short,deuce,deuce,In,Adi Bitton,deep,cross court,far,1.923828,7.527344,-2.507812,23.927538
Opponent,5,90,16,2,0.630371,17.116106,1.923828,7.002097,0.827637,20.791199,in_play,Volley,Slice,short,ad,deuce,Net,Adi Bitton,short,down the line,near,-0.630371,6.653894,1.923828,7.002097
Opponent,1,91,16,2,1.032526,5.537452,0.589844,1.162253,2.222656,73.223701,first_serve,Serve,Flat,short,deuce,deuce,In,Adi Bitton,deep,down the T,near,-1.032526,18.232548,0.589844,1.162253
Adi Bitton,2,91,16,2,-1.583024,2.398287,1.53125,-0.298163,1.392578,54.655521,first_return,Backhand,Flat,deep,ad,deuce,In,Adi Bitton,deep,inside in,far,-1.583024,2.398287,-1.53125,24.068163
Opponent,3,91,16,2,1.832745,0.042448,-1.163086,-2.048685,1.0625,48.449337,serve_plus_one,Backhand,Topspin,deep,deuce,ad,In,Adi Bitton,out,down the line,near,-1.832745,23.727552,-1.163086,-2.048685
Adi Bitton,4,91,16,2,-0.66157,6.976487,2.167969,-1.470038,1.763672,36.829552,return_plus_one,Forehand,Topspin,short,ad,deuce,In,Opponent,out,down the line,far,-0.66157,6.976487,-2.167969,25.240038
Opponent,1,92,16,2,-3.074211,5.599557,-1.321289,-0.111184,2.349609,71.352928,first_serve,Serve,Slice,short,ad,ad,In,Opponent,deep,out wide,near,3.074211,18.170443,-1.321289,-0.111184
Adi Bitton,2,92,16,2,-1.779905,8.300577,-4.25,-0.110663,1.024414,44.059044,first_return,Backhand,Topspin,short,ad,ad_alley,In,Opponent,deep,down the line,far,-1.779905,8.300577,4.25,23.880663
Opponent,3,92,16,2,-3.297195,2.050025,-3.822266,0.099753,0.594727,58.462387,serve_plus_one,Backhand,Flat,deep,ad,ad,In,Opponent,deep,cross court,near,3.297195,21.719975,-3.822266,0.099753
Adi Bitton,4,92,16,2,2.226257,3.472981,-4.460938,-1.501288,1.384766,65.852295,return_plus_one,Backhand,Slice,deep,deuce,ad_alley,In,Opponent,out,down the line,far,2.226257,3.472981,4.460938,25.271288
Opponent,5,92,16,2,-1.130152,0.128145,1.526367,-1.072122,0.90625,57.357281,in_play,Forehand,Flat,deep,ad,deuce,In,Opponent,out,down the line,near,1.130152,23.641855,1.526367,-1.072122
Adi Bitton,6,92,16,2,-1.075716,4.74238,-0.541016,0.108087,0.585938,34.031647,in_play,Forehand,Topspin,deep,ad,ad,In,Opponent,deep,inside out,far,-1.075716,4.74238,0.541016,23.661913
Opponent,7,92,16,2,2.511898,5.938447,-1.455078,-0.329934,1.646484,59.49947,in_play,Backhand,Topspin,short,deuce,ad,In,Opponent,deep,down the line,near,-2.511898,17.831553,-1.455078,-0.329934
Adi Bitton,8,92,16,2,0.138812,4.243958,3.335938,-1.141913,1.011719,31.76989,in_play,Forehand,Slice,deep,deuce,deuce,In,Opponent,deep,cross court,far,0.138812,4.243958,-3.335938,24.911913
Opponent,9,92,16,2,-3.714016,5.568883,0.583496,1.388816,1.412109,72.933784,in_play,Backhand,Flat,short,ad,deuce,In,Opponent,deep,inside in,near,3.714016,18.201117,0.583496,1.388816
Opponent,1,93,16,2,0.564932,5.848318,0.697266,0.071199,2.279297,72.145638,first_serve,Serve,Flat,short,deuce,deuce,In,Opponent,deep,down the T,near,-0.564932,17.921682,0.697266,0.071199
Adi Bitton,2,93,16,2,-0.725098,12.4375,1.086914,0.170587,1.507812,32.43996,first_return,Backhand,Topspin,short,deuce,deuce,Net,Opponent,deep,inside out,far,-0.725098,12.4375,-1.086914,23.599413
Opponent,1,94,16,2,-2.913614,6.959114,-1.415039,-0.212747,2.271484,70.598618,first_serve,Serve,Slice,short,ad,ad,In,Opponent,deep,out wide,near,2.913614,16.810886,-1.415039,-0.212747
Adi Bitton,2,94,16,2,0.284149,6.043096,-4.945312,-0.141913,1.177734,43.875153,first_return,Backhand,Flat,short,deuce,ad_alley,In,Opponent,deep,down the line,far,0.284149,6.043096,4.945312,23.911913
Opponent,3,94,16,2,0.252954,4.547706,-0.954102,-0.736184,1.410156,57.384933,serve_plus_one,Forehand,Topspin,deep,deuce,ad,In,Opponent,out,inside in,near,-0.252954,19.222294,-0.954102,-0.736184
Adi Bitton,4,94,16,2,0.388053,3.953506,0.74707,0.467462,1.025391,50.912376,return_plus_one,Forehand,Topspin,deep,deuce,deuce,In,Opponent,deep,cross court,far,0.388053,3.953506,-0.74707,23.302538
Opponent,5,94,16,2,2.923683,2.061941,0.392334,-1.822122,1.208984,53.516792,in_play,Forehand,Flat,deep,deuce,deuce,In,Opponent,out,cross court,near,-2.923683,21.708059,0.392334,-1.822122
Adi Bitton,6,94,16,2,0.328762,6.636857,3.978516,-1.595038,1.34082,32.931622,in_play,Forehand,Topspin,short,deuce,deuce,In,Opponent,out,cross court,far,0.328762,6.636857,-3.978516,25.365038
Opponent,7,94,16,2,-2.642565,1.046833,1.029297,0.271628,1.683594,67.218254,in_play,Backhand,Flat,deep,ad,deuce,In,Opponent,deep,inside in,near,2.642565,22.723167,1.029297,0.271628
Adi Bitton,8,94,16,2,-0.615562,5.706327,-2.253906,-1.141913,1.088867,52.900738,in_play,Backhand,Flat,short,ad,ad,In,Opponent,deep,cross court,far,-0.615562,5.706327,2.253906,24.911913
Opponent,9,94,16,2,-0.13519,4.449852,-1.332031,-0.540872,0.812988,51.463352,in_play,Backhand,Topspin,deep,ad,ad,In,Opponent,out,cross court,near,0.13519,19.320148,-1.332031,-0.540872
Adi Bitton,10,94,16,2,-1.637107,4.059686,-0.687988,-0.407538,1.114258,55.111916,in_play,Backhand,Topspin,deep,ad,ad,In,Opponent,deep,cross court,far,-1.637107,4.059686,0.687988,24.177538
Opponent,11,94,16,2,-0.589486,3.593153,-1.998047,-1.111184,1.026367,51.646214,in_play,Backhand,Flat,deep,ad,ad,In,Opponent,out,cross court,near,0.589486,20.176847,-1.998047,-1.111184
Adi Bitton,12,94,16,2,-0.707771,1.667321,-1.181641,-0.876288,1.677734,55.09248,in_play,Backhand,Flat,deep,ad,ad,In,Opponent,deep,cross court,far,-0.707771,1.667321,1.181641,24.646288
