Player,Shot,Point,Game,Set,bounce_x_std,bounce_y_std,hit_x_std,hit_y_std,hit_z,Speed (MPH),Type,Stroke,Spin,Bounce Depth,Bounce Zone,Hit Zone,Result,Winner,Hit Depth,Direction,Hit Side,Bounce (x),Bounce (y),Hit (x),Hit (y)
Opponent,6,122,21,3,2.973761,3.68594,2.207031,-0.938788,1.208984,56.64146,in_play,Forehand,Topspin,deep,deuce,deuce,In,Adi Bitton,deep,cross court,far,2.973761,3.68594,-2.207031,24.708788
Adi Bitton,7,122,21,3,-2.112275,2.399757,3.21875,-1.368997,0.961914,60.621929,in_play,Forehand,Topspin,deep,ad,deuce,In,Adi Bitton,out,down the line,near,2.112275,21.370243,3.21875,-1.368997
Opponent,8,122,21,3,3.40144,5.899266,-0.585938,-0.204413,1.213867,54.102558,in_play,Backhand,Topspin,short,deuce,ad,In,Adi Bitton,deep,down the line,far,3.40144,5.899266,0.585938,23.974413
Adi Bitton,9,122,21,3,0.331816,0.045114,3.539062,-1.408059,0.720703,36.361767,in_play,Forehand,Slice,deep,deuce,deuce,In,Adi Bitton,out,cross court,near,-0.331816,23.724886,3.539062,-1.408059
Opponent,10,122,21,3,-1.754412,5.206261,1.344727,-1.829413,1.556641,53.346214,in_play,Backhand,Topspin,deep,ad,deuce,In,Adi Bitton,out,inside in,far,-1.754412,5.206261,-1.344727,25.599413
Adi Bitton,11,122,21,3,-3.198243,3.327455,-2.449219,-1.493997,1.236328,52.642525,in_play,Backhand,Flat,deep,ad,ad,In,Adi Bitton,out,cross court,near,3.198243,20.442545,-2.449219,-1.493997
Opponent,12,122,21,3,-0.556993,5.221337,-3.447266,-0.766913,1.112305,46.771687,in_play,Backhand,Flat,deep,ad,ad,In,Adi Bitton,deep,cross court,far,-0.556993,5.221337,3.447266,24.536913
Adi Bitton,13,122,21,3,-3.546967,0.001632,-2.205078,-1.884622,1.373047,62.596725,in_play,Backhand,Flat,deep,ad,ad,In,Adi Bitton,out,cross court,near,3.546967,23.768368,-2.205078,-1.884622
Opponent,14,122,21,3,6.356919,1.951017,-3.21875,-1.563788,0.563477,34.429039,in_play,Backhand,Slice,deep,deuce_out,ad,Out,Adi Bitton,out,down the line,far,6.356919,1.951017,3.21875,25.333788
Opponent,1,123,22,3,0.686523,18.133047,0.571289,0.021628,2.304688,42.415337,first_serve,Serve,Kick,short,ad,deuce,Net,Adi Bitton,deep,down the T,near,-0.686523,5.636953,0.571289,0.021628
Opponent,1,123,22,3,0.669157,5.546377,0.432861,1.427878,2.283203,57.929859,first_serve,Serve,Kick,short,deuce,deuce,In,Adi Bitton,deep,down the T,near,-0.669157,18.223623,0.432861,1.427878
Opponent,1,123,22,3,0.516012,5.518652,0.504395,1.084128,2.185547,78.250702,second_serve,Serve,Flat,short,deuce,deuce,In,Adi Bitton,deep,down the T,near,-0.516012,18.251348,0.504395,1.084128
Adi Bitton,2,123,22,3,4.033381,2.708117,1.273438,0.701837,1.554688,44.132755,second_return,Backhand,Flat,deep,deuce,deuce,In,Adi Bitton,deep,inside out,far,4.033381,2.708117,-1.273438,23.068163
Opponent,3,123,22,3,-0.062622,6.025526,4.207031,-0.314309,1.320312,47.052975,serve_plus_one,Forehand,Topspin,short,ad,deuce_alley,In,Adi Bitton,deep,down the line,near,0.062622,17.744474,4.207031,-0.314309
Adi Bitton,4,123,22,3,-0.092103,3.406702,0.51123,1.748712,0.969727,33.738335,return_plus_one,Forehand,Slice,deep,ad,deuce,In,Adi Bitton,deep,down the line,far,-0.092103,3.406702,-0.51123,22.021288
Opponent,5,123,22,3,-1.397461,8.504375,-0.754883,-0.665872,1.097656,58.734474,in_play,Backhand,Topspin,short,ad,ad,In,Adi Bitton,out,cross court,near,1.397461,15.265625,-0.754883,-0.665872
Adi Bitton,6,123,22,3,-0.574752,5.442053,-1.397461,7.295587,1.321289,23.382744,in_play,Volley,Flat,deep,ad,ad,In,Adi Bitton,short,cross court,far,-0.574752,5.442053,1.397461,16.474413
Opponent,7,123,22,3,-3.805234,-2.675509,-2.222656,1.427878,1.15332,36.035496,in_play,Backhand,Flat,out,ad,ad,Out,Opponent,deep,cross court,near,3.805234,26.445509,-2.222656,1.427878
Opponent,1,124,22,3,-4.093695,5.576332,-1.25,-0.400247,2.294922,66.315445,first_serve,Serve,Slice,short,ad,ad,In,Opponent,deep,out wide,near,4.093695,18.193668,-1.25,-0.400247
Adi Bitton,2,124,22,3,-4.961899,4.320933,-4.796875,-1.688788,1.224609,33.594814,first_return,Backhand,Slice,deep,ad_alley,ad_alley,Out,Adi Bitton,out,cross court,far,-4.961899,4.320933,4.796875,25.458788
Opponent,1,125,22,3,3.115234,12.559062,0.551758,-0.400247,2.091797,43.585335,first_serve,Serve,Flat,short,ad,deuce,Net,Adi Bitton,deep,out wide,near,-3.115234,11.210938,0.551758,-0.400247
Opponent,1,125,22,3,0.002475,5.490428,0.886719,-0.048684,2.490234,63.032169,second_serve,Serve,Kick,short,deuce,deuce,In,Adi Bitton,deep,down the T,near,-0.002475,18.279572,0.886719,-0.048684
Adi Bitton,2,125,22,3,1.630105,3.036659,1.161133,-0.251288,1.320312,57.608299,second_return,Backhand,Flat,deep,deuce,deuce,In,Adi Bitton,deep,inside out,far,1.630105,3.036659,-1.161133,24.021288
Opponent,3,125,22,3,0.043152,0.020248,0.955078,-2.34556,1.209961,50.115883,serve_plus_one,Forehand,Flat,deep,deuce,deuce,In,Adi Bitton,out,cross court,near,-0.043152,23.749752,0.955078,-2.34556
Adi Bitton,4,125,22,3,0.992447,6.860935,0.438721,-1.282538,1.310547,39.800671,return_plus_one,Backhand,Topspin,short,deuce,deuce,In,Adi Bitton,out,inside out,far,0.992447,6.860935,-0.438721,25.052538
Opponent,5,125,22,3,2.135126,0.033264,-0.221924,0.709128,1.144531,63.765205,in_play,Backhand,Topspin,deep,deuce,ad,In,Adi Bitton,deep,down the line,near,-2.135126,23.736736,-0.221924,0.709128
Adi Bitton,6,125,22,3,2.675854,5.475488,4.027344,-2.141913,1.140625,48.514309,in_play,Forehand,Topspin,deep,deuce,deuce,In,Adi Bitton,out,cross court,far,2.675854,5.475488,-4.027344,25.911913
Opponent,7,125,22,3,1.670341,0.054388,3.367188,-1.267434,1.404297,62.779552,in_play,Forehand,Flat,deep,deuce,deuce,In,Adi Bitton,out,cross court,near,-1.670341,23.715612,3.367188,-1.267434
Adi Bitton,8,125,22,3,2.36781,4.482493,3.376953,-1.595038,0.98291,46.852432,in_play,Forehand,Topspin,deep,deuce,deuce,In,Adi Bitton,out,cross court,far,2.36781,4.482493,-3.376953,25.365038
Opponent,9,125,22,3,-3.14554,2.043108,2.720703,-1.142434,1.580078,60.73468,in_play,Forehand,Flat,deep,ad,deuce,In,Adi Bitton,out,down the line,near,3.14554,21.726892,2.720703,-1.142434
Adi Bitton,10,125,22,3,-0.035664,8.628586,-2.642578,-1.376288,1.126953,52.916725,in_play,Backhand,Topspin,short,ad,ad,In,Adi Bitton,out,cross court,far,-0.035664,8.628586,2.642578,25.146288
Opponent,11,125,22,3,-2.413985,0.009866,-1.507812,-1.033059,0.839355,60.150043,in_play,Backhand,Topspin,deep,ad,ad,In,Adi Bitton,out,cross court,near,2.413985,23.760134,-1.507812,-1.033059
Adi Bitton,12,125,22,3,-1.736643,5.4517,-2.304688,-0.813788,1.117188,57.787834,in_play,Backhand,Topspin,deep,ad,ad,In,Adi Bitton,deep,cross court,far,-1.736643,5.4517,2.304688,24.583788
Opponent,13,125,22,3,3.165407,-12.499154,-3.125,-1.236184,0.985352,76.101189,in_play,Backhand,Flat,out,deuce,ad,Out,Adi Bitton,out,down the line,near,-3.165407,36.269154,-3.125,-1.236184
Opponent,1,126,22,3,-0.577637,5.436422,-1.538086,-0.048684,2.355469,78.912415,first_serve,Serve,Slice,deep,ad,ad,Out,Adi Bitton,deep,down the T,near,0.577637,18.333578,-1.538086,-0.048684
Adi Bitton,2,126,22,3,2.824378,3.124099,-1.458008,-0.376288,1.738281,42.990543,first_return,Forehand,Topspin,deep,deuce,ad,In,Adi Bitton,deep,inside in,far,2.824378,3.124099,1.458008,24.146288
Opponent,1,127,22,3,-3.322687,5.483633,0.360107,0.29714,1.921875,108.052788,first_serve,Serve,Slice,short,ad,deuce,Out,Adi Bitton,short,out wide,near,3.322687,18.286367,0.360107,0.29714
Opponent,1,127,22,3,3.696818,5.476886,0.743164,-0.228372,2.441406,76.454605,first_serve,Serve,Flat,deep,deuce,deuce,Out,Adi Bitton,deep,out wide,near,-3.696818,18.293114,0.743164,-0.228372
Opponent,1,127,22,3,0.963225,5.502433,0.693359,0.154441,2.339844,62.481098,second_serve,Serve,Kick,short,deuce,deuce,In,Adi Bitton,deep,down the T,near,-0.963225,18.267567,0.693359,0.154441
Adi Bitton,2,127,22,3,-0.014843,5.236083,2.867188,-0.188788,1.473633,53.666931,second_return,Forehand,Topspin,deep,ad,deuce,In,Adi Bitton,deep,down the line,far,-0.014843,5.236083,-2.867188,23.958788
Opponent,3,127,22,3,1.619194,0.017389,-0.114014,-2.392435,1.283203,55.519009,serve_plus_one,Forehand,Flat,deep,deuce,ad,In,Adi Bitton,out,inside in,near,-1.619194,23.752611,-0.114014,-2.392435
Adi Bitton,4,127,22,3,1.574898,1.113079,2.921875,-1.720038,1.463867,49.062294,return_plus_one,Forehand,Topspin,deep,deuce,deuce,In,Adi Bitton,out,cross court,far,1.574898,1.113079,-2.921875,25.490038
Opponent,5,127,22,3,3.734485,0.036466,0.820312,-0.595559,1.587891,48.594028,in_play,Backhand,Flat,deep,deuce,deuce,In,Adi Bitton,out,inside out,near,-3.734485,23.733534,0.820312,-0.595559
Adi Bitton,6,127,22,3,2.65007,5.024005,4.488281,-1.438788,1.276367,53.095592,in_play,Forehand,Topspin,deep,deuce,deuce_alley,In,Adi Bitton,out,down the line,far,2.65007,5.024005,-4.488281,25.208788
Opponent,7,127,22,3,-3.905154,0.10197,3.0625,-1.431497,1.238281,61.967087,in_play,Forehand,Flat,deep,ad,deuce,In,Adi Bitton,out,down the line,near,3.905154,23.66803,3.0625,-1.431497
Opponent,1,128,22,3,-3.264834,5.574104,-1.245117,0.212986,2.162109,70.547554,first_serve,Serve,Slice,short,ad,ad,In,Adi Bitton,deep,out wide,near,3.264834,18.195896,-1.245117,0.212986
Adi Bitton,2,128,22,3,-2.49451,5.058586,-2.865234,0.264337,1.310547,46.311867,first_return,Backhand,Topspin,deep,ad,ad,In,Adi Bitton,deep,cross court,far,-2.49451,5.058586,2.865234,23.505663
Opponent,3,128,22,3,0.032839,0.022533,-3.429688,-1.048684,1.228516,62.913044,serve_plus_one,Backhand,Topspin,deep,deuce,ad,In,Adi Bitton,out,down the line,near,-0.032839,23.747467,-3.429688,-1.048684
Adi Bitton,4,128,22,3,2.603418,3.073045,-0.375,-0.985663,1.162109,55.035358,return_plus_one,Forehand,Topspin,deep,deuce,ad,In,Adi Bitton,deep,inside in,far,2.603418,3.073045,0.375,24.755663
Opponent,5,128,22,3,2.162498,0.058027,1.905273,-1.954934,1.136719,66.286255,in_play,Forehand,Flat,deep,deuce,deuce,In,Adi Bitton,out,cross court,near,-2.162498,23.711973,1.905273,-1.954934
Adi Bitton,6,128,22,3,2.754313,5.076719,3.941406,-1.282538,1.15332,54.167744,in_play,Forehand,Topspin,deep,deuce,deuce,In,Adi Bitton,out,cross court,far,2.754313,5.076719,-3.941406,25.052538
Opponent,7,128,22,3,2.708195,0.135862,3.101562,-1.236184,1.193359,65.148132,in_play,Forehand,Flat,deep,deuce,deuce,In,Adi Bitton,out,cross court,near,-2.708195,23.634138,3.101562,-1.236184
Adi Bitton,8,128,22,3,2.795779,4.370591,2.970703,-1.235663,0.646484,38.163872,in_play,Forehand,Topspin,deep,deuce,deuce,In,Adi Bitton,out,cross court,far,2.795779,4.370591,-2.970703,25.005663
Opponent,9,128,22,3,2.137743,0.033264,2.183594,0.076316,1.646484,81.953461,in_play,Forehand,Flat,deep,deuce,deuce,In,Adi Bitton,deep,cross court,near,-2.137743,23.736736,2.183594,0.076316
Adi Bitton,10,128,22,3,4.022696,7.562432,3.951172,-1.407538,1.302734,30.137842,in_play,Forehand,Slice,short,deuce,deuce,In,Adi Bitton,out,cross court,far,4.022696,7.562432,-3.951172,25.177538
Opponent,11,128,22,3,2.904297,11.996562,2.992188,3.533347,1.658203,25.120222,in_play,Forehand,Flat,short,ad,deuce,Net,Adi Bitton,deep,down the line,near,-2.904297,11.773438,2.992188,3.533347
Opponent,1,129,22,3,2.816406,12.160625,0.516113,0.006003,2.373047,46.14954,first_serve,Serve,Flat,short,ad,deuce,Net,Adi Bitton,deep,out wide,near,-2.816406,11.609375,0.516113,0.006003
Opponent,1,129,22,3,1.637828,5.489938,0.722656,0.029441,2.046875,63.038563,second_serve,Serve,Flat,short,deuce,deuce,In,Adi Bitton,deep,down the T,near,-1.637828,18.280062,0.722656,0.029441
Adi Bitton,2,129,22,3,-0.096318,2.202114,3.404297,-0.251288,1.617188,57.609863,second_return,Forehand,Topspin,deep,ad,deuce,In,Adi Bitton,deep,down the line,far,-0.096318,2.202114,-3.404297,24.021288
Opponent,3,129,22,3,1.109375,-0.5425,0.043549,-1.736184,1.587891,41.363235,serve_plus_one,Forehand,Flat,out,deuce,deuce,Out,Adi Bitton,out,cross court,near,-1.109375,24.3125,0.043549,-1.736184
Adi Bitton,1,130,23,3,3.427308,6.892262,1.591797,0.092462,2.369141,65.848869,first_serve,Serve,Kick,short,deuce,deuce,In,Adi Bitton,deep,out wide,far,3.427308,6.892262,-1.591797,23.677538
Opponent,2,130,23,3,-2.471498,3.080656,4.9375,0.506003,1.0625,57.458214,first_return,Forehand,Topspin,deep,ad,deuce_alley,In,Adi Bitton,deep,down the line,near,2.471498,20.689344,4.9375,0.506003
Adi Bitton,3,130,23,3,-1.348187,4.741992,-1.130859,-1.595038,1.253906,49.98201,serve_plus_one,Backhand,Topspin,deep,ad,ad,In,Adi Bitton,out,cross court,far,-1.348187,4.741992,1.130859,25.365038
Opponent,4,130,23,3,-2.973083,0.546661,-2.851562,-2.392435,1.207031,36.565094,return_plus_one,Backhand,Flat,deep,ad,ad,In,Adi Bitton,out,cross court,near,2.973083,23.223339,-2.851562,-2.392435
Adi Bitton,5,130,23,3,-2.040036,5.394297,-2.072266,-0.501288,2.292969,43.377602,in_play,Forehand,Topspin,deep,ad,ad,In,Adi Bitton,deep,inside out,far,-2.040036,5.394297,2.072266,24.271288
Opponent,6,130,23,3,-2.767062,1.942915,-2.966797,0.529441,1.430664,60.842049,in_play,Backhand,Flat,deep,ad,ad,In,Adi Bitton,deep,cross court,near,2.767062,21.827085,-2.966797,0.529441
Adi Bitton,7,130,23,3,-0.526503,7.418167,-3.154297,-1.157538,1.279297,56.482952,in_play,Backhand,Topspin,short,ad,ad,In,Adi Bitton,deep,cross court,far,-0.526503,7.418167,3.154297,24.927538
Adi Bitton,1,131,23,3,-1.108033,11.561437,-0.32251,0.092462,2.291016,46.038197,first_serve,Serve,Flat,short,ad,ad,In,Adi Bitton,deep,down the T,far,-1.108033,11.561437,0.32251,23.677538
Opponent,2,131,23,3,1.450013,5.509725,-2.003906,-1.415872,1.220703,54.607376,first_return,Forehand,Flat,short,deuce,ad,In,Adi Bitton,out,inside in,near,-1.450013,18.260275,-2.003906,-1.415872
Adi Bitton,3,131,23,3,2.851562,1.507812,2.267578,-0.376288,1.115234,58.621799,serve_plus_one,Forehand,Topspin,deep,deuce,deuce,In,Adi Bitton,deep,cross court,far,2.851562,1.507812,-2.267578,24.146288
Opponent,4,131,23,3,1.013799,3.626106,3.398438,-0.361184,1.357422,37.31208,return_plus_one,Forehand,Slice,deep,deuce,deuce,In,Adi Bitton,deep,cross court,near,-1.013799,20.143894,3.398438,-0.361184
Opponent,5,131,23,3,-4.826014,4.926019,0.27832,1.927878,0.253174,30.165895,in_play,Forehand,Slice,deep,ad_alley,deuce,Out,Opponent,deep,down the line,near,4.826014,18.843981,0.27832,1.927878
Adi Bitton,1,132,23,3,2.319954,7.66967,1.293945,-0.454413,2.265625,60.36058,first_serve,Serve,Slice,short,deuce,deuce,In,Opponent,deep,out wide,far,2.319954,7.66967,-1.293945,24.224413
Opponent,2,132,23,3,0.256282,2.513677,4.378906,-0.743997,1.076172,53.145012,first_return,Forehand,Topspin,deep,deuce,deuce_alley,In,Opponent,out,down the line,near,-0.256282,21.256323,4.378906,-0.743997
Adi Bitton,3,132,23,3,-4.638343,7.890362,1.044922,1.076837,1.205078,27.669901,serve_plus_one,Forehand,Slice,short,ad_alley,deuce,Out,Opponent,deep,down the line,far,-4.638343,7.890362,-1.044922,22.693163
Opponent,4,132,23,3,0.152954,3.629375,-3.095703,4.365378,2.654297,28.001312,return_plus_one,Backhand,Topspin,deep,deuce,ad,In,Opponent,deep,down the line,near,-0.152954,20.140625,-3.095703,4.365378
Adi Bitton,1,133,23,3,-2.158203,12.421875,-0.110596,-0.423163,1.980469,35.258049,first_serve,Serve,Flat,short,deuce,ad,Net,Opponent,deep,out wide,far,-2.158203,12.421875,0.110596,24.193163
Adi Bitton,1,133,23,3,-2.030879,7.803745,-0.374512,0.842462,2.40625,45.211594,second_serve,Serve,Kick,short,ad,ad,In,Opponent,deep,down the T,far,-2.030879,7.803745,0.374512,22.927538
Opponent,2,133,23,3,3.70667,4.066032,-1.950195,0.232566,1.566406,68.752167,second_return,Forehand,Topspin,deep,deuce,ad,In,Opponent,deep,inside in,near,-3.70667,19.703968,-1.950195,0.232566
Adi Bitton,1,134,23,3,2.810547,12.179688,1.825195,-0.641913,2.369141,36.333248,first_serve,Serve,Slice,short,ad,deuce,Net,Opponent,deep,out wide,far,2.810547,12.179688,-1.825195,24.411913
Adi Bitton,1,134,23,3,1.908203,11.953125,1.682617,-0.032538,2.121094,30.633604,second_serve,Serve,Kick,short,ad,deuce,Net,Opponent,deep,out wide,far,1.908203,11.953125,-1.682617,23.802538
Adi Bitton,1,135,23,3,-2.416513,7.351063,-0.447021,0.170587,2.355469,55.869995,first_serve,Serve,Kick,short,ad,ad,In,Opponent,deep,out wide,far,-2.416513,7.351063,0.447021,23.599413
Opponent,2,135,23,3,0.060937,3.840639,-2.679688,-0.829934,1.182617,56.848309,first_return,Forehand,Topspin,deep,deuce,ad,In,Opponent,out,inside in,near,-0.060937,19.929361,-2.679688,-0.829934
Adi Bitton,3,135,23,3,2.650391,12.28125,-0.286621,-1.376288,1.412109,38.87759,serve_plus_one,Forehand,Topspin,short,ad,ad,Net,Adi Bitton,out,inside out,far,2.650391,12.28125,0.286621,25.146288
Opponent,1,136,24,3,1.790039,15.40625,0.338867,0.145275,2.162109,130.596954,first_serve,Serve,Slice,short,ad,deuce,Net,Adi Bitton,short,out wide,far,1.790039,15.40625,-0.338867,23.624725
Opponent,1,136,24,3,1.196239,7.652671,1.257812,-0.345038,2.107422,70.382942,second_serve,Serve,Slice,short,deuce,deuce,In,Adi Bitton,deep,down the T,far,1.196239,7.652671,-1.257812,24.115038
Adi Bitton,2,136,24,3,0.631491,3.275449,1.40918,-1.650247,1.214844,55.144753,second_return,Backhand,Flat,deep,deuce,deuce,In,Adi Bitton,out,inside out,near,-0.631491,20.494551,1.40918,-1.650247
Opponent,3,136,24,3,2.354222,3.114696,1.714844,-1.032538,1.454102,48.891678,serve_plus_one,Forehand,Topspin,deep,deuce,deuce,In,Adi Bitton,deep,cross court,far,2.354222,3.114696,-1.714844,24.802538
Adi Bitton,4,136,24,3,2.08977,0.008741,2.695312,-0.783059,1.169922,56.171494,return_plus_one,Forehand,Topspin,deep,deuce,deuce,In,Adi Bitton,out,cross court,near,-2.08977,23.761259,2.695312,-0.783059
Opponent,5,136,24,3,0.36143,2.59136,1.993164,-0.798163,0.904297,43.213745,in_play,Forehand,Flat,deep,deuce,deuce,In,Adi Bitton,deep,cross court,far,0.36143,2.59136,-1.993164,24.568163
Adi Bitton,6,136,24,3,2.601881,0.751745,0.524414,0.123191,1.623047,55.250572,in_play,Forehand,Topspin,deep,deuce,deuce,In,Adi Bitton,deep,cross court,near,-2.601881,23.018255,0.524414,0.123191
Opponent,7,136,24,3,0.55313,3.803838,3.597656,-2.407538,1.109375,44.283691,in_play,Forehand,Slice,deep,deuce,deuce,In,Adi Bitton,out,cross court,far,0.55313,3.803838,-3.597656,26.177538
Adi Bitton,8,136,24,3,1.206913,-0.003592,1.27832,-0.033059,1.027344,68.493408,in_play,Forehand,Topspin,deep,deuce,deuce,In,Adi Bitton,deep,cross court,near,-1.206913,23.773592,1.27832,-0.033059
Opponent,9,136,24,3,-2.213542,3.783398,3.371094,-1.938788,0.946289,39.162781,in_play,Forehand,Slice,deep,ad,deuce,In,Adi Bitton,out,down the line,far,-2.213542,3.783398,-3.371094,25.708788
Adi Bitton,10,136,24,3,-3.300687,0.020248,-2.261719,-0.618997,0.787109,64.035606,in_play,Backhand,Flat,deep,ad,ad,In,Adi Bitton,out,cross court,near,3.300687,23.749752,-2.261719,-0.618997
Opponent,11,136,24,3,-1.514648,12.320312,-3.322266,-1.345038,0.804199,33.13448,in_play,Backhand,Topspin,short,deuce,ad,Net,Opponent,out,down the line,far,-1.514648,12.320312,3.322266,25.115038
Opponent,1,137,24,3,-1.381236,3.837277,-1.223633,-0.329413,2.494141,51.326,first_serve,Serve,Slice,deep,ad,ad,Out,Opponent,deep,down the T,far,-1.381236,3.837277,1.223633,24.099413
Opponent,1,137,24,3,-2.470139,7.931864,-0.786621,-0.126288,2.253906,52.450184,second_serve,Serve,Kick,short,ad,ad,In,Opponent,deep,out wide,far,-2.470139,7.931864,0.786621,23.896288
Adi Bitton,2,137,24,3,4.469362,12.262188,-2.583984,-0.892434,1.462891,37.586319,second_return,Forehand,Topspin,short,ad_alley,ad,Net,Adi Bitton,out,inside in,near,-4.469362,11.507812,-2.583984,-0.892434
Opponent,1,138,24,3,3.036052,6.399765,1.000977,-0.204413,2.271484,76.222786,first_serve,Serve,Flat,short,deuce,deuce,In,Adi Bitton,deep,out wide,far,3.036052,6.399765,-1.000977,23.974413
Adi Bitton,2,138,24,3,0.015426,5.540786,3.335938,-0.462747,0.990723,49.109768,first_return,Forehand,Topspin,short,deuce,deuce,In,Adi Bitton,deep,cross court,near,-0.015426,18.229214,3.335938,-0.462747
Opponent,3,138,24,3,2.758677,1.916139,1.644531,0.170587,1.21875,55.820129,serve_plus_one,Forehand,Topspin,deep,deuce,deuce,In,Adi Bitton,deep,cross court,far,2.758677,1.916139,-1.644531,23.599413
Adi Bitton,4,138,24,3,-2.220005,0.037593,2.632812,-1.142434,1.236328,57.602802,return_plus_one,Forehand,Topspin,deep,ad,deuce,In,Adi Bitton,out,down the line,near,2.220005,23.732407,2.632812,-1.142434
Opponent,5,138,24,3,-0.184207,10.862385,-0.208496,-0.313788,1.527344,36.304996,in_play,Backhand,Topspin,short,ad,ad,In,Adi Bitton,deep,cross court,far,-0.184207,10.862385,0.208496,24.083788
Adi Bitton,6,138,24,3,1.652664,0.135862,-1.390625,0.084128,0.679688,40.892891,in_play,Backhand,Slice,deep,deuce,ad,In,Adi Bitton,deep,down the line,near,-1.652664,23.634138,-1.390625,0.084128
Opponent,7,138,24,3,-0.958462,5.474356,3.503906,-1.470038,1.004883,70.98085,in_play,Forehand,Topspin,deep,ad,deuce,In,Adi Bitton,out,down the line,far,-0.958462,5.474356,-3.503906,25.240038
Adi Bitton,8,138,24,3,0.881348,5.410625,-1.288086,-0.986184,0.677246,56.091042,in_play,Backhand,Flat,deep,deuce,ad,In,Adi Bitton,out,down the line,near,-0.881348,18.359375,-1.288086,-0.986184
Opponent,9,138,24,3,-0.678315,5.48083,0.881348,4.201837,0.563965,21.650688,in_play,Volley,Slice,deep,ad,deuce,In,Adi Bitton,deep,down the line,far,-0.678315,5.48083,-0.881348,19.568163
Adi Bitton,10,138,24,3,-0.069214,8.949688,-1.673828,0.701316,1.0625,58.613209,in_play,Backhand,Flat,short,ad,ad,In,Adi Bitton,deep,cross court,near,0.069214,14.820312,-1.673828,0.701316
Opponent,11,138,24,3,2.057971,6.974072,-0.069214,7.7409,2.234375,18.186579,in_play,Volley,Flat,short,deuce,ad,In,Adi Bitton,short,down the line,far,2.057971,6.974072,0.069214,16.0291
Adi Bitton,12,138,24,3,1.377288,0.032251,0.849121,3.806784,1.450195,68.614693,in_play,Forehand,Topspin,deep,deuce,deuce,In,Opponent,deep,cross court,near,-1.377288,23.737749,0.849121,3.806784
Opponent,1,139,24,3,-3.858882,9.143761,-1.014648,0.139337,2.279297,54.484795,first_serve,Serve,Slice,short,ad,ad,In,Opponent,deep,out wide,far,-3.858882,9.143761,1.014648,23.630663
Adi Bitton,2,139,24,3,2.292969,18.048319,-4.726562,-0.712747,1.206055,37.882591,first_return,Backhand,Topspin,short,ad,ad_alley,Net,Adi Bitton,out,down the line,near,-2.292969,5.721681,-4.726562,-0.712747
Opponent,1,140,24,3,2.050781,12.476562,1.168945,-0.376288,2.304688,44.330704,first_serve,Serve,Flat,short,ad,deuce,Net,Adi Bitton,deep,out wide,far,2.050781,12.476562,-1.168945,24.146288
Opponent,1,140,24,3,3.373578,7.967741,0.980469,0.998712,2.173828,58.04261,second_serve,Serve,Kick,short,deuce,deuce,In,Adi Bitton,deep,out wide,far,3.373578,7.967741,-0.980469,22.771288
Adi Bitton,2,140,24,3,0.636719,5.403356,3.96875,0.349753,1.369141,58.263702,second_return,Forehand,Topspin,deep,deuce,deuce,In,Adi Bitton,deep,cross court,near,-0.636719,18.366644,3.96875,0.349753
Opponent,3,140,24,3,1.887635,4.354355,2.144531,-0.532538,1.330078,47.440365,serve_plus_one,Forehand,Topspin,deep,deuce,deuce,In,Adi Bitton,deep,cross court,far,1.887635,4.354355,-2.144531,24.302538
Adi Bitton,4,140,24,3,3.784741,0.062028,1.294922,-0.665872,1.345703,61.497704,return_plus_one,Forehand,Topspin,deep,deuce,deuce,In,Opponent,out,cross court,near,-3.784741,23.707972,1.294922,-0.665872
Opponent,1,141,24,3,-1.933803,7.707178,-1.001953,0.623712,2.300781,66.530174,first_serve,Serve,Flat,short,ad,ad,In,Opponent,deep,down the T,far,-1.933803,7.707178,1.001953,23.146288
Adi Bitton,2,141,24,3,1.128906,17.631205,-2.583984,-1.962747,1.384766,40.883526,first_return,Forehand,Topspin,short,ad,ad,Net,Adi Bitton,out,inside out,near,-1.128906,6.138795,-2.583984,-1.962747
Opponent,1,142,24,3,0.247314,16.6875,1.366211,0.436212,2.369141,86.707031,first_serve,Serve,Flat,short,ad,deuce,Net,Adi Bitton,deep,down the T,far,0.247314,16.6875,-1.366211,23.333788
Opponent,1,142,24,3,1.350833,5.452641,0.788574,-0.001288,2.207031,51.111961,first_serve,Serve,Flat,deep,deuce,deuce,Out,Adi Bitton,deep,down the T,far,1.350833,5.452641,-0.788574,23.771288
Opponent,1,142,24,3,3.608996,6.725492,0.940918,-0.063788,2.296875,54.386211,second_serve,Serve,Kick,short,deuce,deuce,In,Adi Bitton,deep,out wide,far,3.608996,6.725492,-0.940918,23.833788
Adi Bitton,2,142,24,3,0.094339,0.08389,4.003906,1.451316,1.392578,64.705063,second_return,Forehand,Topspin,deep,deuce,deuce,In,Adi Bitton,deep,cross court,near,-0.094339,23.68611,4.003906,1.451316
Opponent,3,142,24,3,2.633858,4.185918,3.222656,-0.563788,1.006836,49.661877,serve_plus_one,Forehand,Topspin,deep,deuce,deuce,In,Adi Bitton,deep,cross court,far,2.633858,4.185918,-3.222656,24.333788
Adi Bitton,4,142,24,3,2.406475,-0.004401,2.503906,-0.743997,1.287109,68.652649,return_plus_one,Forehand,Topspin,deep,deuce,deuce,In,Adi Bitton,out,cross court,near,-2.406475,23.774401,2.503906,-0.743997
