Player,Shot,Point,Game,Set,Type,Stroke,Spin,Result,Winner,Bounce Depth,Bounce Zone,Bounce Side,Hit Depth,Hit Zone,Direction,Speed (MPH),Hit Side,Bounce (x),Bounce (y),bounce_x_std,bounce_y_std,Hit (x),Hit (y),Hit (z),hit_x_std,hit_y_std
Opponent,3,30,6,1,second_return,Forehand,Slice,In,Nikol Mircheva,short,ad,near,deep,deuce,down the line,35.528164,far,-0.800354,6.403837,-0.800354,6.403837,-1.648438,23.552538,1.736328,1.648438,0.217462
Nikol Mircheva,4,30,6,1,serve_plus_one,Forehand,Slice,In,Nikol Mircheva,short,ad,far,deep,ad,inside out,46.534939,near,0.819579,18.2743,-0.819579,5.4957,-0.736328,1.685691,1.113281,1.685691,1.685691
Opponent,5,30,6,1,return_plus_one,Forehand,Slice,In,Nikol Mircheva,short,ad,near,deep,ad,inside out,35.209103,far,-2.177734,9.335938,-2.177734,9.335938,0.995605,22.896288,0.748047,-0.995605,0.873712
Nikol Mircheva,6,30,6,1,in_play,Volley,Flat,In,Nikol Mircheva,deep,deuce,far,short,ad,down the line,23.382744,near,-2.427842,23.773998,2.427842,-0.003998,-2.177734,8.810691,0.522949,8.810691,8.810691
Nikol Mircheva,1,31,6,1,first_serve,Serve,Flat,Net,Nikol Mircheva,short,deuce,near,deep,ad,out wide,41.72657,near,2.414062,7.040822,-2.414062,16.729178,-0.881348,0.321975,1.904297,0.321975,0.321975
Nikol Mircheva,1,31,6,1,second_serve,Serve,Slice,In,Nikol Mircheva,short,ad,far,deep,ad,out wide,60.86409,near,2.723077,17.177292,-2.723077,6.592708,-1.134766,-0.134622,2.265625,-0.134622,-0.134622
Opponent,3,31,6,1,second_return,Backhand,Topspin,In,Nikol Mircheva,short,ad,near,deep,ad,cross court,34.018291,far,-2.795627,7.683961,-2.795627,7.683961,4.085938,24.333788,1.759766,-4.085938,-0.563788
Nikol Mircheva,4,31,6,1,serve_plus_one,Backhand,Topspin,In,Nikol Mircheva,deep,ad,far,deep,ad_alley,down the line,60.592762,near,2.499836,21.717291,-2.499836,2.052709,-4.574219,0.896628,1.335938,0.896628,0.896628
Opponent,5,31,6,1,return_plus_one,Backhand,Slice,In,Nikol Mircheva,deep,ad,near,out,ad,cross court,40.848598,far,-2.262187,3.258251,-2.262187,3.258251,3.167969,25.083788,1.537109,-3.167969,-1.313788
Nikol Mircheva,6,31,6,1,in_play,Backhand,Flat,In,Nikol Mircheva,deep,ad,far,deep,ad,cross court,56.179115,near,2.912316,20.389645,-2.912316,3.380355,-2.783203,0.084128,1.068359,0.084128,0.084128
Opponent,7,31,6,1,in_play,Backhand,Slice,In,Nikol Mircheva,short,ad,near,out,ad,cross court,46.206638,far,-2.550781,6.648438,-2.550781,6.648438,3.402344,25.927538,1.520508,-3.402344,-2.157538
Nikol Mircheva,8,31,6,1,in_play,Backhand,Slice,In,Nikol Mircheva,deep,ad,far,deep,ad,cross court,57.422096,near,2.116283,20.506891,-2.116283,3.263109,-4.042969,0.732566,0.588867,0.732566,0.732566
Opponent,9,31,6,1,in_play,Backhand,Flat,Net,Nikol Mircheva,short,ad,far,deep,ad,cross court,34.173679,far,2.533203,12.203125,2.533203,12.203125,2.267578,23.005663,0.631836,-2.267578,0.764337
Nikol Mircheva,1,32,6,1,first_serve,Serve,Slice,In,Opponent,short,deuce,far,deep,deuce,down the T,63.800777,near,-0.437515,18.230915,0.437515,5.539085,0.569336,0.591941,2.410156,0.591941,0.591941
Opponent,2,32,6,1,first_return,Backhand,Flat,In,Opponent,deep,ad,near,out,deuce,inside in,44.794437,far,-2.30295,0.555106,-2.30295,0.555106,-0.79834,25.365038,1.486328,0.79834,-1.595038
Nikol Mircheva,3,32,6,1,serve_plus_one,Backhand,Flat,In,Opponent,deep,ad,far,out,ad,cross court,65.632431,near,2.593577,21.016333,-2.593577,2.753667,-2.134766,-1.408059,1.308594,-1.408059,-1.408059
Opponent,4,32,6,1,return_plus_one,Backhand,Slice,In,Opponent,short,ad,near,out,ad,cross court,38.293598,far,-2.446013,8.488236,-2.446013,8.488236,3.064453,25.193163,1.53418,-3.064453,-1.423163
Nikol Mircheva,5,32,6,1,in_play,Backhand,Slice,Out,Opponent,deep,ad_alley,far,deep,ad,down the line,42.463985,near,4.984175,23.756548,-4.984175,0.013452,-3.011719,2.506003,0.675293,2.506003,2.506003
Nikol Mircheva,1,33,6,1,first_serve,Serve,Flat,Net,Nikol Mircheva,short,ad,near,deep,ad,down the T,42.697884,near,-0.249146,5.660437,0.249146,18.109563,-1.077148,0.224753,2.333984,0.224753,0.224753
Nikol Mircheva,1,33,6,1,second_serve,Serve,Slice,In,Nikol Mircheva,short,ad,far,deep,ad,down the T,62.253166,near,1.71304,15.369985,-1.71304,8.400015,-1.308594,0.256003,2.228516,0.256003,0.256003
Opponent,3,33,6,1,second_return,Backhand,Slice,In,Nikol Mircheva,deep,ad,near,deep,ad,cross court,37.497326,far,-3.92992,4.628976,-3.92992,4.628976,3.171875,24.661913,1.332031,-3.171875,-0.891913
Nikol Mircheva,4,33,6,1,serve_plus_one,Backhand,Flat,In,Nikol Mircheva,deep,ad,far,deep,ad_alley,down the line,62.281898,near,3.706458,20.372881,-3.706458,3.397119,-4.679688,0.318503,1.242188,0.318503,0.318503
Opponent,5,33,6,1,return_plus_one,Backhand,Slice,In,Nikol Mircheva,deep,ad,near,out,ad_alley,down the line,38.863708,far,-3.187026,3.703979,-3.187026,3.703979,4.722656,26.271288,1.405273,-4.722656,-2.501288
Nikol Mircheva,6,33,6,1,in_play,Backhand,Flat,In,Nikol Mircheva,deep,ad,far,deep,ad,cross court,55.889961,near,2.323413,18.868876,-2.323413,4.901124,-3.480469,0.341941,1.160156,0.341941,0.341941
Opponent,7,33,6,1,in_play,Backhand,Slice,In,Nikol Mircheva,deep,ad,near,deep,ad,cross court,36.327213,far,-2.92299,0.977622,-2.92299,0.977622,2.949219,24.927538,1.292969,-2.949219,-1.157538
Nikol Mircheva,8,33,6,1,in_play,Forehand,Topspin,In,Nikol Mircheva,deep,ad,far,out,ad,inside out,40.525162,near,2.691607,21.046722,-2.691607,2.723278,-2.496094,-1.501809,1.419922,-1.501809,-1.501809
Opponent,9,33,6,1,in_play,Backhand,Topspin,In,Nikol Mircheva,deep,ad,near,out,ad,cross court,34.716988,far,-3.811959,2.230768,-3.811959,2.230768,3.21875,25.896288,2.212891,-3.21875,-2.126288
Nikol Mircheva,10,33,6,1,in_play,Forehand,Topspin,In,Nikol Mircheva,deep,ad,far,out,ad,inside out,52.064659,near,0.409907,18.61067,-0.409907,5.15933,-2.613281,-0.720559,2.015625,-0.720559,-0.720559
Opponent,11,33,6,1,in_play,Backhand,Slice,In,Nikol Mircheva,deep,ad,near,deep,ad,cross court,40.033169,far,-2.580527,2.999108,-2.580527,2.999108,0.927734,23.740038,1.648438,-0.927734,0.029962
Nikol Mircheva,12,33,6,1,in_play,Backhand,Slice,In,Nikol Mircheva,deep,ad,far,deep,ad,cross court,43.85067,near,1.995662,23.42441,-1.995662,0.34559,-2.447266,0.146628,1.288086,0.146628,0.146628
Opponent,13,33,6,1,in_play,Backhand,Topspin,In,Nikol Mircheva,short,ad,near,deep,ad,cross court,35.743214,far,-0.543181,8.493611,-0.543181,8.493611,1.740234,23.599413,0.977051,-1.740234,0.170587
Nikol Mircheva,14,33,6,1,in_play,Backhand,Slice,In,Nikol Mircheva,deep,ad,far,deep,ad,cross court,42.238773,near,1.822781,21.286608,-1.822781,2.483392,-1.455078,2.65444,0.869629,2.65444,2.65444
Opponent,15,33,6,1,in_play,Backhand,Topspin,In,Nikol Mircheva,short,deuce,near,deep,ad,down the line,66.132874,far,1.654297,8.015625,1.654297,8.015625,2.089844,24.333788,0.807617,-2.089844,-0.563788
Nikol Mircheva,16,33,6,1,in_play,Volley,Flat,In,Nikol Mircheva,deep,ad,far,short,deuce,down the line,18.186579,near,2.033203,22,-2.033203,1.77,1.654297,7.490378,2.474609,7.490378,7.490378
Opponent,17,33,6,1,in_play,Volley,Flat,Net,Nikol Mircheva,deep,ad,far,deep,ad,cross court,23.382744,far,2.033203,22,2.033203,22,2.033203,23.208788,0.228027,-2.033203,0.561212
Opponent,1,34,7,1,first_serve,Serve,Flat,In,Nikol Mircheva,short,deuce,near,deep,deuce,down the T,79.582466,far,2.056458,5.690681,2.056458,5.690681,-0.64209,23.146288,2.294922,0.64209,0.623712
Nikol Mircheva,2,34,7,1,first_return,Backhand,Flat,In,Nikol Mircheva,short,ad,far,deep,deuce,inside in,51.917767,near,1.541992,17.3125,-1.541992,6.4575,2.107422,-0.361184,1,-0.361184,-0.361184
Opponent,3,34,7,1,serve_plus_one,Volley,Flat,Out,Nikol Mircheva,deep,ad_alley,near,short,ad,down the line,21.650688,far,-4.886719,0.867188,-4.886719,0.867188,1.541992,18.521288,1.623047,-1.541992,5.248712
Opponent,1,35,7,1,first_serve,Serve,Flat,Net,Opponent,short,deuce,far,deep,ad,down the T,39.359268,far,-1.243164,12.46875,-1.243164,12.46875,0.36499,24.521288,2.376953,-0.36499,-0.751288
Opponent,1,35,7,1,second_serve,Serve,Flat,In,Opponent,short,ad,near,deep,ad,down the T,54.975075,far,-1.895113,7.687553,-1.895113,7.687553,0.598633,23.740038,2.632812,-0.598633,0.029962
Nikol Mircheva,3,35,7,1,second_return,Forehand,Topspin,Out,Opponent,deep,ad_alley,far,deep,ad,inside in,62.276646,near,4.499891,23.682297,-4.499891,0.087703,-1.87793,-0.306497,1.363281,-0.306497,-0.306497
Opponent,1,36,7,1,first_serve,Serve,Flat,In,Opponent,short,deuce,near,deep,deuce,out wide,68.203018,far,3.572969,7.140333,3.572969,7.140333,-1.352539,22.490038,2.572266,1.352539,1.279962
Nikol Mircheva,2,36,7,1,first_return,Forehand,Topspin,Out,Opponent,out,ad,far,deep,deuce_alley,down the line,52.821129,near,1.579924,24.654219,-1.579924,-0.884219,4.617188,0.748191,0.96582,0.748191,0.748191
Opponent,1,37,7,1,first_serve,Serve,Flat,Net,Opponent,short,deuce,far,deep,ad,out wide,42.087559,far,-2.931641,12.390625,-2.931641,12.390625,1.032227,24.240038,2.484375,-1.032227,-0.470038
Opponent,1,37,7,1,second_serve,Serve,Slice,In,Opponent,short,ad,near,deep,ad,out wide,61.813683,far,-2.672189,7.135896,-2.672189,7.135896,1.28418,24.052538,2.441406,-1.28418,-0.282538
Nikol Mircheva,3,37,7,1,second_return,Backhand,Flat,In,Opponent,deep,ad,far,deep,ad,cross court,47.031441,near,1.438297,21.370909,-1.438297,2.399091,-3.380859,-0.087747,1.345703,-0.087747,-0.087747
Opponent,4,37,7,1,serve_plus_one,Backhand,Flat,In,Opponent,short,ad,near,deep,ad,cross court,32.474976,far,-3.858909,9.595282,-3.858909,9.595282,2.65625,24.458788,1.373047,-2.65625,-0.688788
Nikol Mircheva,5,37,7,1,return_plus_one,Backhand,Slice,Out,Opponent,short,ad_alley,far,deep,ad,down the line,33.97757,near,4.838395,18.271379,-4.838395,5.498621,-4.082031,4.388815,0.881836,4.388815,4.388815
Opponent,1,38,7,1,first_serve,Serve,Flat,In,Opponent,short,deuce,near,deep,deuce,down the T,77.982986,far,1.22286,5.766586,1.22286,5.766586,-0.876953,24.115038,2.285156,0.876953,-0.345038
Nikol Mircheva,2,38,7,1,first_return,Backhand,Slice,In,Opponent,deep,ad,far,out,deuce,inside in,43.762863,near,1.662808,19.211512,-1.662808,4.558488,1.001953,-0.525247,1.283203,-0.525247,-0.525247
Opponent,3,38,7,1,serve_plus_one,Backhand,Slice,In,Opponent,deep,deuce,near,deep,ad,down the line,41.106209,far,3.167178,1.392529,3.167178,1.392529,1.62207,23.240038,0.777832,-1.62207,0.529962
Nikol Mircheva,4,38,7,1,return_plus_one,Forehand,Flat,In,Opponent,short,ad,far,out,deuce,down the line,30.688002,near,1.584961,15.117188,-1.584961,8.652812,2.824219,-0.861184,0.944336,-0.861184,-0.861184
Opponent,5,38,7,1,in_play,Overhead,Flat,In,Opponent,short,ad,near,short,ad,---,69.614761,far,-0.202506,8.492436,-0.202506,8.492436,1.584961,16.325975,2.208984,-1.584961,7.444025
Nikol Mircheva,6,38,7,1,in_play,Forehand,Topspin,In,Opponent,short,deuce,far,deep,ad,inside in,30.327038,near,-1.956055,15.25,1.956055,8.52,-2.023438,-0.087747,1.898438,-0.087747,-0.087747
Opponent,7,38,7,1,in_play,Volley,Flat,In,Opponent,short,deuce,near,short,deuce,cross court,18.186579,far,2.915801,7.326632,2.915801,7.326632,-1.956055,16.458788,0.621094,1.956055,7.311212
Nikol Mircheva,8,38,7,1,in_play,Forehand,Flat,Net,Opponent,short,deuce,near,deep,deuce_alley,down the line,27.474199,near,3.607422,5.747269,-3.607422,18.022731,4.355469,4.787253,0.554688,4.787253,4.787253
Nikol Mircheva,1,39,8,1,first_serve,Serve,Flat,Out,Opponent,deep,deuce,near,deep,deuce,out wide,78.04599,far,2.467134,5.467918,2.467134,5.467918,-1.416992,22.349413,2.246094,1.416992,1.420587
Nikol Mircheva,1,39,8,1,second_serve,Serve,Slice,In,Opponent,short,center_line,near,deep,deuce,down the T,46.030521,far,0.00281,9.717487,0.00281,9.717487,-0.850098,23.271288,2.203125,0.850098,0.498712
Opponent,3,39,8,1,second_return,Backhand,Slice,In,Opponent,short,ad,far,out,ad,cross court,33.135769,near,0.655507,18.235626,-0.655507,5.534374,-0.096619,-3.525247,1.478516,-3.525247,-3.525247
Nikol Mircheva,1,40,8,1,first_serve,Serve,Slice,In,Opponent,short,ad,near,deep,ad,down the T,93.288895,far,-1.016671,7.269991,-1.016671,7.269991,0.958496,23.677538,2.449219,-0.958496,0.092462
Opponent,2,40,8,1,first_return,Forehand,Slice,In,Opponent,deep,ad,far,out,ad,inside out,38.783386,near,2.154382,21.580679,-2.154382,2.189321,-2.050781,-1.611184,1.28125,-1.611184,-1.611184
Nikol Mircheva,3,40,8,1,serve_plus_one,Forehand,Topspin,Net,Opponent,short,deuce,far,deep,ad,inside in,37.100319,far,-1.433594,12.28125,-1.433594,12.28125,2.230469,23.677538,1.25,-2.230469,0.092462
Nikol Mircheva,1,41,8,1,first_serve,Serve,Flat,Out,Opponent,deep,deuce,near,deep,deuce,down the T,79.591248,far,0.284789,5.180996,0.284789,5.180996,-1.513672,23.943163,2.429688,1.513672,-0.173163
Nikol Mircheva,1,42,8,1,first_serve,Serve,Flat,In,Nikol Mircheva,short,ad,near,deep,ad,out wide,94.592316,far,-3.802778,6.421347,-3.802778,6.421347,0.989746,23.974413,2.322266,-0.989746,-0.204413
Opponent,2,42,8,1,first_return,Backhand,Topspin,Out,Nikol Mircheva,short,deuce_out,far,deep,ad_alley,down the line,26.883919,near,-5.832,13.769942,5.832,10.000058,-4.730469,-0.322122,1.086914,-0.322122,-0.322122
Nikol Mircheva,1,43,8,1,first_serve,Serve,Flat,Out,Nikol Mircheva,deep,deuce,near,deep,deuce,out wide,88.659912,far,3.818274,4.440246,3.818274,4.440246,-0.784668,23.583788,2.466797,0.784668,0.186212
Nikol Mircheva,1,43,8,1,second_serve,Serve,Slice,In,Nikol Mircheva,short,deuce,near,deep,deuce,down the T,51.119362,far,1.94198,7.097306,1.94198,7.097306,-0.616211,23.505663,2.257812,0.616211,0.264337
Opponent,3,43,8,1,second_return,Forehand,Flat,In,Nikol Mircheva,short,ad,far,out,deuce,down the line,43.494019,near,0.891126,17.352592,-0.891126,6.417408,2.359375,-1.142434,1.71875,-1.142434,-1.142434
Nikol Mircheva,4,43,8,1,serve_plus_one,Forehand,Topspin,In,Nikol Mircheva,deep,ad,near,deep,ad,inside out,51.768223,far,-3.512715,3.927163,-3.512715,3.927163,0.431885,22.458788,0.845703,-0.431885,1.311212
Opponent,5,43,8,1,return_plus_one,Backhand,Topspin,In,Nikol Mircheva,short,ad,far,out,ad,cross court,45.506798,near,0.406982,14.046875,-0.406982,9.723125,-3.794922,-0.798684,0.994141,-0.798684,-0.798684
Nikol Mircheva,6,43,8,1,in_play,Volley,Flat,In,Nikol Mircheva,short,deuce,near,short,ad,down the line,23.382744,far,2.143091,6.129516,2.143091,6.129516,0.406982,15.255663,1.259766,-0.406982,8.514337
Nikol Mircheva,1,44,8,1,first_serve,Serve,Flat,In,Nikol Mircheva,short,ad,near,deep,ad,down the T,72.399612,far,-1.043379,7.622548,-1.043379,7.622548,0.871094,23.552538,2.394531,-0.871094,0.217462
Opponent,2,44,8,1,first_return,Forehand,Slice,In,Nikol Mircheva,deep,ad,far,out,ad,inside out,37.642437,near,2.407134,20.928087,-2.407134,2.841913,-1.509766,-2.618997,1.441406,-2.618997,-2.618997
Nikol Mircheva,3,44,8,1,serve_plus_one,Forehand,Topspin,In,Nikol Mircheva,deep,ad,near,deep,ad,inside out,52.988995,far,-3.169876,4.984551,-3.169876,4.984551,2.060547,24.552538,1.609375,-2.060547,-0.782538
Opponent,4,44,8,1,return_plus_one,Backhand,Topspin,In,Nikol Mircheva,short,ad,far,deep,ad,cross court,37.164314,near,3.01875,17.499058,-3.01875,6.270942,-3.972656,-0.040872,1.520508,-0.040872,-0.040872
Nikol Mircheva,5,44,8,1,in_play,Backhand,Topspin,In,Nikol Mircheva,deep,deuce,near,deep,ad_alley,down the line,66.935829,far,2.171875,0.765625,2.171875,0.765625,4.324219,22.427538,1.474609,-4.324219,1.342462
Opponent,6,44,8,1,in_play,Forehand,Slice,Net,Nikol Mircheva,short,ad,near,out,deuce,down the line,33.312244,near,-0.520508,11.6875,0.520508,12.0825,1.941406,-2.361185,1.058594,-2.361185,-2.361185
Opponent,1,45,9,1,first_serve,Serve,Flat,Net,Nikol Mircheva,short,deuce,near,deep,deuce,down the T,40.410484,near,0.445068,11.75,-0.445068,12.02,0.445557,0.849753,2.435547,0.849753,0.849753
Opponent,1,45,9,1,second_serve,Serve,Slice,In,Nikol Mircheva,short,deuce,far,deep,deuce,out wide,63.721012,near,-2.315466,16.776247,2.315466,6.993753,1.438477,0.490378,2.550781,0.490378,0.490378
Nikol Mircheva,3,45,9,1,second_return,Forehand,Topspin,In,Nikol Mircheva,deep,deuce,near,out,deuce_alley,down the line,53.526119,far,0.863983,2.260446,0.863983,2.260446,-4.371094,25.083788,1.040039,4.371094,-1.313788
Opponent,4,45,9,1,serve_plus_one,Forehand,Topspin,In,Nikol Mircheva,deep,ad,far,out,deuce,down the line,46.142605,near,1.582219,23.081959,-1.582219,0.688041,1.47168,-1.392434,1.240234,-1.392434,-1.392434
Nikol Mircheva,5,45,9,1,return_plus_one,Forehand,Topspin,In,Nikol Mircheva,deep,ad,near,out,ad,inside out,40.10141,far,-2.277057,4.324119,-2.277057,4.324119,1.032227,25.521288,1.249023,-1.032227,-1.751288
Opponent,6,45,9,1,in_play,Forehand,Flat,In,Nikol Mircheva,deep,ad,far,out,ad,inside out,62.385818,near,3.019645,21.477055,-3.019645,2.292945,-2.517578,-1.454934,2.005859,-1.454934,-1.454934
Nikol Mircheva,7,45,9,1,in_play,Backhand,Flat,In,Nikol Mircheva,deep,deuce,near,deep,ad,down the line,40.729843,far,1.838904,0.26643,1.838904,0.26643,2.894531,24.599413,0.894531,-2.894531,-0.829413
Opponent,8,45,9,1,in_play,Forehand,Flat,In,Nikol Mircheva,deep,ad,far,out,deuce,down the line,51.179279,near,0.874963,19.452599,-0.874963,4.317401,1.738281,-2.517435,1.417969,-2.517435,-2.517435
Nikol Mircheva,9,45,9,1,in_play,Forehand,Topspin,Out,Nikol Mircheva,out,ad,near,deep,ad,inside out,65.829918,far,-3.598139,-0.552774,-3.598139,-0.552774,0.385742,23.411913,1.59375,-0.385742,0.358087
Opponent,10,45,9,1,in_play,Backhand,Topspin,Net,Nikol Mircheva,short,deuce,near,out,ad,down the line,33.601849,near,1.734375,6.505104,-1.734375,17.264896,-3.541016,-2.165872,1.064453,-2.165872,-2.165872
Opponent,1,46,9,1,first_serve,Serve,Flat,In,Opponent,short,ad,far,deep,ad,out wide,84.008217,near,3.259036,16.812254,-3.259036,6.957746,-1.023438,0.162253,2.513672,0.162253,0.162253
Nikol Mircheva,2,46,9,1,first_return,Backhand,Slice,In,Opponent,short,deuce,near,out,ad_alley,down the line,34.410984,far,0.650879,8.453125,0.650879,8.453125,4.328125,25.302538,1.1875,-4.328125,-1.532538
Opponent,3,46,9,1,serve_plus_one,Forehand,Slice,In,Opponent,deep,ad,far,deep,ad,inside out,42.236256,near,3.173901,19.064434,-3.173901,4.705566,-0.380615,3.970847,0.440918,3.970847,3.970847
Nikol Mircheva,4,46,9,1,return_plus_one,Backhand,Flat,In,Opponent,short,deuce,near,deep,ad,down the line,32.826714,far,0.846191,9.117188,0.846191,9.117188,3.646484,24.771288,0.733887,-3.646484,-1.001288
Opponent,5,46,9,1,in_play,Overhead,Flat,In,Opponent,short,ad,far,short,deuce,---,65.095184,near,1.897488,16.811541,-1.897488,6.958459,0.846191,8.591941,2.548828,8.591941,8.591941
Opponent,1,47,9,1,first_serve,Serve,Slice,In,Opponent,short,deuce,far,deep,deuce,down the T,89.16124,near,-0.971542,17.266973,0.971542,6.503027,0.524414,0.377998,2.310547,0.377998,0.377998
Nikol Mircheva,2,47,9,1,first_return,Backhand,Flat,Net,Opponent,short,deuce,far,deep,deuce,inside out,39.341873,far,-1.896484,12.679688,-1.896484,12.679688,-1.683594,23.427538,1.277344,1.683594,0.342462
Opponent,1,48,9,1,first_serve,Serve,Slice,Out,Opponent,deep,ad_alley,far,deep,ad,out wide,80.7883,near,4.177226,18.299507,-4.177226,5.470493,-1.00293,0.107566,2.564453,0.107566,0.107566
Opponent,1,48,9,1,second_serve,Serve,Flat,In,Opponent,short,ad,far,deep,ad,out wide,66.467484,near,2.929527,17.437876,-2.929527,6.332124,-0.938965,0.412253,2.316406,0.412253,0.412253
Nikol Mircheva,3,48,9,1,second_return,Backhand,Flat,In,Opponent,deep,ad,near,deep,ad,cross court,59.224823,far,-0.847866,3.662389,-0.847866,3.662389,3.939453,24.068163,1.478516,-3.939453,-0.298163
Opponent,4,48,9,1,serve_plus_one,Backhand,Slice,In,Opponent,deep,ad,far,out,ad,cross court,37.113716,near,0.490873,18.536753,-0.490873,5.233247,-1.737305,-0.892434,1.217773,-0.892434,-0.892434
Nikol Mircheva,5,48,9,1,return_plus_one,Forehand,Flat,In,Opponent,deep,deuce,near,deep,ad,inside in,76.342392,far,2.965167,3.470339,2.965167,3.470339,0.722168,22.568163,1.224609,-0.722168,1.201837
Opponent,6,48,9,1,in_play,Forehand,Topspin,In,Opponent,short,ad,far,short,deuce,down the line,17.013889,near,0.38501,13.195312,-0.38501,10.574688,2.041016,6.357565,5.292969,6.357565,6.357565
Opponent,1,49,9,1,first_serve,Serve,Flat,Net,Nikol Mircheva,short,ad,near,deep,deuce,down the T,42.241005,near,-0.878418,11.75,0.878418,12.02,0.795898,1.091941,2.675781,1.091941,1.091941
Opponent,1,49,9,1,second_serve,Serve,Slice,In,Nikol Mircheva,short,deuce,far,deep,deuce,out wide,56.283699,near,-3.37862,16.130997,3.37862,7.639003,1.469727,0.490378,2.535156,0.490378,0.490378
Nikol Mircheva,3,49,9,1,second_return,Forehand,Topspin,In,Nikol Mircheva,deep,deuce,near,deep,deuce_out,down the line,48.605766,far,0.926189,3.209623,0.926189,3.209623,-5.570312,24.802538,1.199219,5.570312,-1.032538
Opponent,4,49,9,1,serve_plus_one,Forehand,Flat,Out,Nikol Mircheva,out,ad,far,deep,deuce,down the line,59.626553,near,2.455686,25.398647,-2.455686,-1.628647,1.453125,-0.384622,1.394531,-0.384622,-0.384622
Opponent,1,50,9,1,first_serve,Serve,Slice,In,Nikol Mircheva,short,ad,far,deep,ad,out wide,69.542419,near,2.698036,18.242422,-2.698036,5.527578,-0.988281,0.341941,2.53125,0.341941,0.341941
Nikol Mircheva,2,50,9,1,first_return,Forehand,Topspin,In,Nikol Mircheva,deep,deuce,near,deep,ad,inside in,47.764503,far,3.199027,4.868176,3.199027,4.868176,3.238281,23.708788,1.271484,-3.238281,0.061212
Opponent,3,50,9,1,serve_plus_one,Forehand,Flat,In,Nikol Mircheva,deep,ad,far,deep,deuce,down the line,39.705414,near,2.653235,22.618118,-2.653235,1.151882,3.103516,-0.251809,1.041016,-0.251809,-0.251809
Nikol Mircheva,4,50,9,1,return_plus_one,Backhand,Topspin,In,Nikol Mircheva,short,ad,near,deep,ad,cross court,49.95752,far,-1.862337,7.100274,-1.862337,7.100274,2.242188,24.958788,1.289062,-2.242188,-1.188788
Opponent,5,50,9,1,in_play,Backhand,Slice,In,Nikol Mircheva,short,ad,far,out,ad,cross court,35.247559,near,2.619891,18.223623,-2.619891,5.546377,-2.978516,-0.658059,0.752441,-0.658059,-0.658059
Nikol Mircheva,6,50,9,1,in_play,Forehand,Topspin,In,Nikol Mircheva,deep,deuce,near,short,ad,inside in,81.270012,far,3.750582,1.224615,3.750582,1.224615,2.275391,15.552538,2.003906,-2.275391,8.217462
Opponent,1,51,9,1,first_serve,Serve,Flat,In,Nikol Mircheva,short,deuce,far,deep,deuce,down the T,81.596733,near,-0.9357,17.356268,0.9357,6.413732,0.855469,0.771628,2.494141,0.771628,0.771628
Nikol Mircheva,2,51,9,1,first_return,Backhand,Topspin,In,Nikol Mircheva,short,ad,near,deep,deuce,inside in,36.320148,far,-0.06958,6.019531,-0.06958,6.019531,-1.342773,24.208788,1.322266,1.342773,-0.438788
Opponent,3,51,9,1,serve_plus_one,Volley,Flat,Out,Nikol Mircheva,short,deuce_alley,far,short,ad,down the line,23.382744,near,-4.121094,17.328125,4.121094,6.441875,-0.06958,5.494284,0.396973,5.494284,5.494284
Nikol Mircheva,4,51,9,1,return_plus_one,Volley,Flat,Net,Nikol Mircheva,short,deuce,far,short,deuce_alley,down the line,17.320551,far,-3.692771,17.328125,-3.692771,17.328125,-4.121094,18.536913,0.027344,4.121094,5.233087
Nikol Mircheva,5,51,9,1,in_play,Forehand,Topspin,In,Nikol Mircheva,short,deuce,near,deep,deuce_alley,down the line,42.771336,far,0.591454,6.952909,0.591454,6.952909,-4.445312,22.318163,0.94043,4.445312,1.451837
Nikol Mircheva,1,52,10,1,first_serve,Serve,Slice,Out,Opponent,deep,deuce,far,deep,deuce,down the T,93.15892,near,-1.927048,19.652948,1.927048,4.117052,0.641602,0.709128,2.310547,0.709128,0.709128
Nikol Mircheva,1,52,10,1,second_serve,Serve,Slice,Out,Opponent,deep,deuce,far,deep,deuce,down the T,55.40398,near,-0.673842,19.477182,0.673842,4.292818,0.622559,0.216941,2.400391,0.216941,0.216941
Opponent,3,52,10,1,second_return,Backhand,Flat,In,Opponent,deep,ad,near,deep,deuce,inside in,29.503601,far,-1.799406,5.185278,-1.799406,5.185278,-0.652832,23.755663,1.551758,0.652832,0.014337
Nikol Mircheva,1,53,10,1,first_serve,Serve,Flat,In,Nikol Mircheva,short,ad,far,deep,ad,down the T,83.11631,near,2.23625,18.058382,-2.23625,5.711618,-0.996094,0.099753,2.318359,0.099753,0.099753
Opponent,2,53,10,1,first_return,Forehand,Slice,In,Nikol Mircheva,short,deuce,near,deep,ad,inside in,35.687401,far,0.602372,5.972656,0.602372,5.972656,2.078125,24.083788,1.875,-2.078125,-0.313788
Nikol Mircheva,3,53,10,1,serve_plus_one,Forehand,Flat,In,Nikol Mircheva,deep,deuce,far,deep,ad,inside in,74.032326,near,-2.835377,19.260046,2.835377,4.509954,-0.62793,0.998191,0.822754,0.998191,0.998191
Opponent,4,53,10,1,return_plus_one,Forehand,Flat,In,Nikol Mircheva,deep,ad,near,out,deuce,down the line,34.557758,far,-2.123047,4.671875,-2.123047,4.671875,-3.875,26.427538,0.760254,3.875,-2.657538
